year,month,rate_exp_num,rate_exp_txt
2012,9,1.4305559995565842,1.4012308591568294
2012,10,1.3600513884527965,1.3927729130269182
2012,11,1.3778003422227623,1.366138920354696
2012,12,1.3700028219729143,1.373853327003018
2013,1,1.3881818485798822,1.3821167202031603
2013,2,1.2479324211265586,1.369338886957175
2013,3,1.4162626337636381,1.369257145305226
2013,4,1.3523475963622182,1.368393523068379
2013,5,1.4195336209532865,1.3677870348525365
2013,6,1.419549450914179,1.3661858109877043
2013,7,1.4693737372048667,1.3776206210727984
2013,8,1.3971280989240586,1.3788011006253007
2013,9,1.4667988558587166,1.3798533181357573
2013,10,1.301067830630652,1.3749404696827292
2013,11,1.3979080436469875,1.3675752500473206
2013,12,1.4897610674087582,1.3657275386617056
2014,1,1.397442780688065,1.3657232883544987
2014,2,1.3756832328476554,1.3723305107395836
2014,3,1.39469100629984,1.3745479236693854
2014,4,1.355168892155274,1.372173827513212
2014,5,1.4436328018959896,1.3747032611718892
2014,6,1.3456745666051375,1.3760368501597415
2014,7,1.4356323968716818,1.3798016540181144
2014,8,1.388563418226227,1.3819304064084357
2014,9,1.441467497881906,1.3854818151983301
2014,10,1.4832565132523245,1.3859210674641647
2014,11,1.4566725259020692,1.3806589781135543
2014,12,1.4234423017477473,1.3889000606361188
2015,1,1.4767241160380526,1.38655938766691
2015,2,1.3726905506956497,1.3887887945236155
2015,3,1.4825549323821114,1.391694668514218
2015,4,1.4865964289523066,1.3985980150099449
2015,5,1.3245652490082138,1.397267340253431
2015,6,1.4358463404894255,1.3985494275772576
2015,7,1.5129772990513548,1.4026540027902463
2015,8,1.4373985989131817,1.4064239502972669
2015,9,1.3364690353483228,1.4064239502972669
2015,10,1.3779662761660663,1.4064239502972669
2015,11,1.5008679218839067,1.4064239502972669
2015,12,1.3812630687450023,1.4064239502972669
