index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt
15573294,1,3.0,0.177,0.191,0.632,0.016686509595510917,0.0,1.0,1.0,0.9595061431146523,0.8880436776967658
15769183,1,2.0,0.10099999999999999,0.141,0.758,0.2714969797410489,0.0,1.0,1.0,0.4871578893481724,0.4446903635731969
15868704,1,4.0,0.0,0.10099999999999999,0.899,0.02183725708859469,0.0,1.0,1.0,1.3266734180003115,1.3317497390670618
16279205,2,5.0,0.0,0.33449999999999996,0.6655,0.2073842079447385,0.0,2.0,2.0,1.8291275879995843,1.7793919360385053
16368702,1,5.0,0.08800000000000001,0.163,0.7490000000000001,0.04633899340389518,0.0,1.0,1.0,1.9062642695369292,1.775527011920408
16439166,1,5.0,0.0,0.40399999999999997,0.596,0.05391335044658417,0.0,1.0,1.0,1.7996503945716293,1.775552203886483
16648479,4,5.0,0.0155,0.2745,0.7097500000000001,0.11247476526930823,0.0,4.0,4.0,1.917585667908577,1.7857482550970216
16896004,2,2.5,0.135,0.2335,0.6315,0.04224790978698078,0.0,1.0,2.0,0.6148504929352253,0.6679042105469415
17074518,1,5.0,0.0,0.47700000000000004,0.523,0.04799225900455362,0.0,1.0,1.0,1.8571286025311848,1.7755325105819892
17083265,1,5.0,0.184,0.11,0.706,0.021308146494184284,0.0,1.0,1.0,1.8077938984459752,1.7754437624998143
17098486,1,5.0,0.0,0.33299999999999996,0.667,0.04542008171216836,0.0,0.0,1.0,1.7793299458738643,1.7755239556814884
17186986,1,5.0,0.0,0.312,0.688,0.3710304645454665,0.0,1.0,1.0,1.8081069011413482,1.7766071776823467
17201583,3,5.0,0.0,0.21199999999999997,0.7879999999999999,0.22014086074666553,0.0,3.0,3.0,1.6799172915981064,1.7827687301184363
17391915,2,4.5,0.0,0.4945,0.5055000000000001,0.04752271035844767,0.0,2.0,1.0,1.5709132997472541,1.553674514645792
17576967,1,1.0,0.057999999999999996,0.039,0.903,0.3499321539205296,0.0,1.0,1.0,0.04078284212050157,0.0008806797586696086
17931984,1,5.0,0.05,0.12300000000000001,0.8270000000000001,0.03730824147911632,0.0,1.0,1.0,1.9020970222937426,1.7754969764252237
18008442,4,4.25,0.06849999999999999,0.26375,0.66775,0.12813457163569955,0.0,3.0,4.0,1.4469901298691448,1.4514754832647558
18035261,1,5.0,0.0,0.251,0.7490000000000001,0.0481360678828159,0.0,1.0,1.0,1.7491234893263885,1.7755329888822813
18404333,1,4.0,0.025,0.085,0.89,0.2881547838657886,0.0,1.0,1.0,1.3341392091678963,1.332458458442466
18581352,1,5.0,0.0,0.196,0.804,0.04625585253423792,0.0,1.0,1.0,1.8634840777451602,1.775526735399255
18605043,1,5.0,0.055999999999999994,0.107,0.8370000000000001,0.04835767968754582,0.0,1.0,1.0,1.8239008774043226,1.77553372595096
19010570,3,5.0,0.0,0.4406666666666667,0.5593333333333333,0.04264815333584851,0.0,3.0,2.0,1.7731439522230228,1.7788431478209277
19029223,1,5.0,0.0,0.7809999999999999,0.21899999999999997,0.35849396533199457,0.0,0.0,0.0,1.8332236903745114,1.7732404628376335
19124313,1,5.0,0.0,0.677,0.32299999999999995,0.0408304634558368,0.0,1.0,0.0,1.8084600020378716,1.7721852746949307
19241998,2,4.5,0.015,0.165,0.8200000000000001,0.049754855760509614,0.0,2.0,2.0,1.6426413659710228,1.5566767983844854
19619462,1,5.0,0.012,0.094,0.894,0.3651630701269221,0.0,0.0,1.0,1.7530717718523308,1.7765876536915752
19632877,1,1.0,0.09699999999999999,0.0,0.903,0.3532501234284148,0.0,0.0,1.0,0.03111365612998601,0.0008828878394126494
20165375,1,5.0,0.0,0.344,0.6559999999999999,0.3695741999059845,0.0,1.0,1.0,1.7762065468942665,1.7766023318872008
20354547,2,4.5,0.057,0.2895,0.653,0.36893347891063905,0.0,2.0,2.0,1.4985229726502087,1.5576338763787918
20458458,2,5.0,0.059000000000000004,0.2605,0.68,0.047460062662203276,0.0,2.0,2.0,1.8247559449426425,1.7788591759005494
20718906,1,5.0,0.0,0.493,0.507,0.048943001989640175,0.0,1.0,1.0,1.8193778957123583,1.7755356727019345
21145682,1,3.0,0.049,0.196,0.7559999999999999,0.20514771143770805,0.0,1.0,1.0,0.9192277809986851,0.8884197999912851
21390007,1,5.0,0.065,0.262,0.6729999999999999,0.04808677706694012,0.0,1.0,1.0,1.7865407480099198,1.7755328249437707
21506828,1,5.0,0.0,0.293,0.7070000000000001,0.032079608906535335,0.0,1.0,1.0,1.710251197989534,1.7754795866340727
21803708,27,4.62962962962963,0.03081481481481481,0.23374074074074078,0.7355555555555555,0.11763501209605066,0.0,23.0,25.0,1.6742831545755452,1.68667220212305
22060147,1,1.0,0.17,0.040999999999999995,0.789,0.361955360003382,0.0,0.0,1.0,0.030916551587924432,0.0008886811531944733
22189989,1,4.0,0.151,0.055999999999999994,0.794,0.3664086673481988,0.0,1.0,1.0,1.3185260536557897,1.3326667600509383
22472066,1,5.0,0.0,0.228,0.772,0.3645189923788257,0.0,1.0,1.0,1.79136637945263,1.7765855105074402
22504307,1,5.0,0.0,0.309,0.691,0.05367955494682253,0.0,1.0,1.0,1.8289427043266566,1.7755514262890348
22566216,1,5.0,0.019,0.066,0.9159999999999999,0.3081867972583514,0.0,1.0,1.0,1.9305356737191874,1.7763980717839634
22578757,1,5.0,0.0,0.259,0.741,0.041657924799525216,0.0,0.0,1.0,1.8105921804874363,1.7755114430427443
22842035,1,2.0,0.133,0.11800000000000001,0.7490000000000001,0.02391115922491229,0.0,0.0,1.0,0.4831634421869976,0.44436093172565017
22927683,1,5.0,0.0,0.341,0.659,0.04500735290653842,0.0,1.0,1.0,1.7970970284363226,1.7755225829744132
23469333,2,4.0,0.0245,0.33299999999999996,0.6425,0.04736863986548575,0.0,2.0,2.0,1.2640104031055461,1.3344804183913501
23538260,1,5.0,0.0,0.32,0.68,0.049965063823055635,0.0,1.0,1.0,1.8002665141907128,1.7755390720295532
23565656,5,5.0,0.0062,0.27199999999999996,0.7218,0.1761298074853356,0.0,4.0,5.0,1.8150712943683092,1.7893050366644248
23651103,1,1.0,0.037000000000000005,0.147,0.816,0.04576855382441378,0.0,1.0,1.0,0.0698887282799842,0.000678308092425528
23822049,1,4.0,0.0,0.18,0.82,0.0548412929603664,0.0,1.0,1.0,1.3503612362431632,1.3318375534498132
23856065,1,5.0,0.0,0.29100000000000004,0.7090000000000001,0.3573204012896575,0.0,1.0,1.0,1.822082200147694,1.7765615571639648
23962944,1,5.0,0.10800000000000001,0.0,0.892,0.3469831597169649,0.0,1.0,1.0,1.7997241087854805,1.7765271603993427
24035633,1,4.0,0.0,0.23199999999999998,0.768,0.3631606341132669,0.0,0.0,1.0,1.2973580956521311,1.3326581137249538
24160750,27,3.962962962962963,0.07525925925925926,0.22285185185185183,0.7017777777777775,0.08714798760888333,0.0,26.0,25.0,1.4679309867452135,1.3799112779271616
24181145,1,1.0,0.078,0.141,0.7809999999999999,0.15615940105039378,0.0,1.0,1.0,0.046099975034004786,0.0007517446737616285
24280075,3,5.0,0.0,0.18600000000000003,0.8140000000000001,0.04035681417131585,0.0,3.0,3.0,1.8612019551145327,1.7821689090098702
24429415,4,2.75,0.06025,0.09775,0.8414999999999999,0.17510346913589125,0.0,4.0,4.0,0.7808131758878143,0.7829116108898017
24657845,1,5.0,0.027999999999999997,0.247,0.725,0.05516386683097298,0.0,1.0,1.0,1.8969039419672498,1.775556363074457
24716712,1,5.0,0.0,0.273,0.727,0.03916111189124207,0.0,0.0,1.0,1.7082278273099458,1.7755031388778497
24884863,1,5.0,0.0,0.39799999999999996,0.602,0.053163229167172386,0.0,1.0,1.0,1.8412303105708105,1.7755497090045569
25200342,1,2.0,0.08900000000000001,0.081,0.83,0.017998219968267247,0.0,1.0,1.0,0.5374999817507538,0.4443530656031436
25329150,1,5.0,0.0,0.226,0.774,0.04966037025877509,0.0,1.0,1.0,1.7373887141256075,1.7755380586331309
25512016,1,5.0,0.0,0.267,0.733,0.3729279330321204,0.0,1.0,1.0,1.7648355184336337,1.7766134916217546
25645905,1,1.0,0.081,0.084,0.836,0.01142506790814508,0.0,1.0,1.0,0.0373493269469196,0.000655463856179539
25788262,3,4.666666666666667,0.12066666666666666,0.25433333333333336,0.625,0.14625377179169305,0.0,3.0,2.0,1.6295069720027349,1.6310401640324161
26451756,1,5.0,0.07400000000000001,0.20600000000000002,0.72,0.3705087727703728,0.0,1.0,1.0,1.7016813486363092,1.7766054417250392
26476151,1,5.0,0.0,1.0,0.0,0.031207285997504417,0.0,1.0,0.0,1.8065669327678915,1.7721533170674109
26980212,1,5.0,0.0,0.247,0.753,0.3647499465860037,0.0,0.0,1.0,1.7298688884804556,1.776586279012859
27308416,1,4.0,0.075,0.272,0.653,0.054040016392054115,0.0,1.0,1.0,1.385793071774005,1.3318354214285661
27379547,1,5.0,0.026000000000000002,0.12,0.8540000000000001,0.3620462573212701,0.0,0.0,1.0,1.739041420834798,1.776577282441526
27596885,1,3.0,0.040999999999999995,0.057,0.902,0.32850761762263514,0.0,1.0,1.0,0.9820653017181541,0.888666053631199
27599661,2,2.5,0.045000000000000005,0.08349999999999999,0.871,0.174270568410059,0.0,1.0,2.0,0.6726422529469933,0.6681241097655863
27876091,2,5.0,0.015,0.675,0.31,0.04689440899762742,0.0,2.0,1.0,1.783776538044718,1.7755288591976226
28435092,53,4.773584905660377,0.023867924528301884,0.28554716981132067,0.6906037735849055,0.07111328611847095,0.0,50.0,45.0,1.9032184292098915,1.8195732691608324
28861561,1,4.0,0.039,0.192,0.769,0.36378962876550736,0.0,0.0,1.0,1.2941842787931734,1.332659788117343
28877342,1,2.0,0.0,0.13699999999999998,0.863,0.0431379486962786,0.0,1.0,1.0,0.4835720272830982,0.44438651005900176
29018978,1,5.0,0.0,0.706,0.294,0.047770116210730136,0.0,1.0,0.0,1.8903066394814778,1.7722083208864996
29087513,1,5.0,0.0,0.43700000000000006,0.563,0.05209359171283999,0.0,1.0,1.0,1.6980925686034423,1.7755461514258224
29181116,1,5.0,0.0,0.19,0.81,0.3679096653141479,0.0,1.0,1.0,1.8142829552651967,1.7765967930760829
29330258,1,1.0,0.11800000000000001,0.10099999999999999,0.7809999999999999,0.032836497792224494,0.0,1.0,1.0,0.03948306361513415,0.0006697059462942162
29363379,1,1.0,0.175,0.11800000000000001,0.708,0.01524352669643146,0.0,0.0,1.0,0.04588972615852789,0.0006580037200420302
29377838,1,5.0,0.0,0.124,0.8759999999999999,0.032799899619417275,0.0,1.0,1.0,1.7216061772611808,1.7754819822246142
29404061,1,4.0,0.038,0.147,0.815,0.038304858916288015,0.0,1.0,1.0,1.291933096890533,1.3317935541438264
29445486,4,3.25,0.0505,0.128,0.8215,0.1947919178073927,0.0,4.0,4.0,1.0580129330596668,1.0058534669816837
29518077,1,5.0,0.0,0.418,0.5820000000000001,0.04868949877957767,0.0,1.0,1.0,1.8217773133589574,1.7755348295634754
29783646,1,4.0,0.142,0.24600000000000002,0.612,0.3646718180530164,0.0,1.0,1.0,1.3738441948049374,1.3326621365199838
29802981,1,5.0,0.0,0.16699999999999998,0.833,0.047770116210730136,0.0,1.0,1.0,1.8250847941982467,1.7755317717476755
29816180,3,3.6666666666666665,0.056999999999999995,0.11233333333333333,0.8306666666666667,0.027789091463320873,0.0,3.0,3.0,1.1849940446666885,1.1887508839284686
29833239,3,3.3333333333333335,0.021,0.20466666666666664,0.7743333333333333,0.3027815326665963,0.0,3.0,3.0,1.0805240624770698,1.0410185367640443
30064255,1,5.0,0.011000000000000001,0.209,0.78,0.05445100695980229,0.0,1.0,1.0,1.8215159254676825,1.7755539921183976
30655876,1,4.0,0.0,0.26,0.74,0.05450625487218812,0.0,1.0,1.0,1.3230795740619092,1.331836661986615
30683668,1,3.0,0.031,0.124,0.845,0.051560111979869164,0.0,1.0,1.0,0.9952749741989753,0.8881132688338388
30762154,1,5.0,0.0,0.386,0.614,0.054624581283290466,0.0,1.0,1.0,1.8336252641751616,1.7755545694224995
31035992,1,5.0,0.0,0.535,0.465,0.04704383834535174,0.0,1.0,0.0,1.7245210271297617,1.7722059089478388
31256937,2,4.0,0.16099999999999998,0.20799999999999996,0.631,0.1779951658592623,0.0,1.0,2.0,1.395652058179866,1.3348285387731056
31367869,1,3.0,0.077,0.24100000000000002,0.682,0.36815451139825295,0.0,1.0,1.0,0.8808564792376892,0.8887452072653302
31821357,1,5.0,0.0,0.342,0.6579999999999999,0.052513510912289736,0.0,1.0,1.0,1.8547664672868922,1.7755475480624872
31834047,1,5.0,0.0,0.318,0.682,0.3578392377460406,0.0,1.0,1.0,1.8800984634511695,1.776563283585909
32006382,1,5.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.748335781148278,1.7754062161296154
32046035,2,4.0,0.11800000000000001,0.213,0.669,0.042037284948089636,0.0,2.0,2.0,1.4147855732440495,1.3344662117502304
32051425,3,4.333333333333333,0.02466666666666667,0.142,0.8330000000000001,0.37778269918952284,0.0,0.0,3.0,1.5288909374803483,1.486451049772447
32145562,1,5.0,0.021,0.244,0.735,0.36059827310604897,0.0,0.0,1.0,1.8540588273414793,1.7765724642647807
32387818,2,5.0,0.0,0.47650000000000003,0.5235000000000001,0.052123707310307785,0.0,2.0,1.0,1.934464891462622,1.7755462515892235
32665251,1,1.0,0.054000000000000006,0.064,0.882,0.14661638591346365,0.0,0.0,1.0,0.03219257466590124,0.0007453957834153979
32734218,1,5.0,0.045,0.311,0.643,0.04939989205612885,0.0,1.0,1.0,1.752665800439607,1.7755371922952827
32797535,1,3.0,0.218,0.18100000000000002,0.602,0.01064756061576629,0.0,1.0,1.0,0.8841472705244859,0.8880316271941023
33071885,1,5.0,0.028999999999999998,0.13699999999999998,0.835,0.049806697828700036,0.0,1.0,1.0,1.748650606723433,1.7755385453116683
33119639,1,5.0,0.034,0.064,0.902,0.032079608906535335,0.0,1.0,1.0,1.796921548435221,1.7754795866340727
33266699,1,5.0,0.0,0.46799999999999997,0.532,0.053115486234597664,0.0,1.0,1.0,1.8247304159306723,1.775549550213023
33280098,18,4.611111111111111,0.016944444444444443,0.38188888888888894,0.601111111111111,0.044879739362607494,0.0,18.0,12.0,1.6953952619543313,1.6369872606501346
33358502,1,5.0,0.0,0.285,0.715,0.0417381883094151,0.0,1.0,1.0,1.8574870772614862,1.775511709992144
33749987,1,5.0,0.129,0.266,0.605,0.04498219203843329,0.0,1.0,1.0,1.8028829071230406,1.7755224992911574
34163325,2,3.0,0.0385,0.17950000000000002,0.782,0.3524285856187182,0.0,1.0,2.0,0.9780583297475981,0.8907117849133718
34640417,1,5.0,0.0,1.0,0.0,0.032079608906535335,0.0,1.0,0.0,1.7845642455032706,1.7721562139471436
34852194,1,1.0,0.0,0.076,0.924,0.2331661504487546,0.0,0.0,1.0,0.07291467325446443,0.0008029799615692085
34903449,2,4.5,0.0335,0.22349999999999998,0.7424999999999999,0.0336508632416931,0.0,2.0,2.0,1.6216757088466769,1.5566285216435816
35147201,1,5.0,0.0,0.371,0.629,0.36296910634721896,0.0,1.0,1.0,1.7459802516202707,1.7765803532330242
35180169,1,4.0,0.0,0.109,0.8909999999999999,0.05438389594957331,0.0,1.0,1.0,1.304689124144762,1.33183633641635
35694883,1,4.0,0.0,0.406,0.594,0.05106514999537208,0.0,1.0,1.0,1.3862703272844998,1.331827505983807
35867937,1,5.0,0.061,0.10800000000000001,0.831,0.20506452548407111,0.0,1.0,1.0,1.7872724111674705,1.7760549856174712
36055480,1,5.0,0.0,0.214,0.7859999999999999,0.03920272941378277,0.0,1.0,1.0,1.8498162725155516,1.7755032772935602
36311832,3,4.0,0.04133333333333333,0.151,0.8076666666666666,0.13414012357216923,0.0,2.0,3.0,1.3882160568793467,1.3373787469341942
36422797,1,1.0,0.0,0.086,0.914,0.035270616918417375,0.0,1.0,1.0,0.0350639112778213,0.0006713250611208033
36476638,1,4.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.3162252034761046,1.3317182941930001
36492286,1,1.0,0.081,0.073,0.845,0.3254236369746909,0.0,0.0,1.0,0.01583808817020478,0.0008643698873970346
37292356,1,5.0,0.0,0.433,0.5670000000000001,0.05150385218260692,0.0,1.0,1.0,1.7726485085261547,1.7755441899741236
37368196,1,5.0,0.0,0.0,1.0,0.010018662142682336,0.0,1.0,1.0,1.859471353406228,1.7754062161296154
37521900,1,5.0,0.035,0.212,0.753,0.3700762420790178,0.0,0.0,1.0,1.8132208323910564,1.7766040024570406
37668250,1,4.0,0.0,0.7440000000000001,0.256,0.032079608906535335,0.0,1.0,0.0,1.295742155289924,1.3291182924470228
37835298,1,5.0,0.0,0.32799999999999996,0.672,0.04177249120672544,0.0,1.0,1.0,1.8135204054680123,1.7755118240805845
37845833,1,5.0,0.0,0.35600000000000004,0.644,0.04981482296369775,0.0,1.0,1.0,1.8276873069460107,1.7755385723354844
37936028,3,4.666666666666667,0.03266666666666667,0.17866666666666667,0.789,0.03720707703626438,0.0,3.0,3.0,1.606416910807873,1.6338122821561702
38275785,3,4.0,0.025000000000000005,0.301,0.6743333333333332,0.12315577627772534,0.0,3.0,2.0,1.3735270837980786,1.3346823832078543
38279949,1,5.0,0.012,0.154,0.8340000000000001,0.3096830964717556,0.0,1.0,1.0,1.805879919216152,1.7764030503381634
38337318,1,5.0,0.031,0.11800000000000001,0.851,0.3740601700931189,0.0,1.0,1.0,1.727611747349952,1.7766172592165712
38383941,3,5.0,0.004666666666666666,0.38433333333333336,0.611,0.13907085690317944,1.0,2.0,2.0,1.8319318690870399,1.7791643460804685
38477802,1,5.0,0.0,0.467,0.5329999999999999,0.05301995728920097,0.0,1.0,1.0,1.8394736794531812,1.7755492324867066
38769263,1,1.0,0.132,0.055999999999999994,0.812,0.031207285997504417,0.0,1.0,1.0,0.05060803044625882,0.0006686222388824214
38974685,1,5.0,0.0,0.257,0.743,0.04393419990366015,0.0,1.0,1.0,1.872924359545622,1.775519013746731
39203151,1,5.0,0.0,0.608,0.392,0.05305180661615255,0.0,1.0,0.0,1.7126455208860412,1.7722258612402135
39246653,3,5.0,0.0,0.264,0.7360000000000001,0.04257653292578912,0.0,3.0,3.0,1.7466360518148014,1.7821763137656714
39306406,1,5.0,0.0,1.0,0.0,0.03292337862845962,0.0,1.0,0.0,1.8363946560936115,1.7721590160087723
39308365,1,5.0,0.0,0.226,0.774,0.3683075134008973,0.0,1.0,1.0,1.8363106336862094,1.7765981169316065
39319355,1,5.0,0.042,0.17,0.7879999999999999,0.05536025364816007,0.0,1.0,1.0,1.836395491352234,1.7755570162530832
39779863,1,1.0,0.0,0.215,0.785,0.03929438213879646,0.0,1.0,1.0,0.09012274487211369,0.0006740015815069611
39819001,1,5.0,0.0,0.424,0.5760000000000001,0.3665226797233825,0.0,1.0,1.0,1.8401544039354207,1.7765921778318716
39861311,1,5.0,0.0,0.295,0.705,0.04967256898180002,0.0,1.0,1.0,1.878519913019412,1.7755380992054999
