index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt,review
309267414,11,4.636363636363637,0.046090909090909085,0.311,0.6429090909090909,0.14836128921114258,0.0,11.0,8.0,1.8526403301632484,1.963755093170489,"price,Great Trim KitBut the thing is beautiful! My husband had to do some work to ...bought along with the GE microwave is just fine. Not large enough to fill the gap in ...Five StarsWorks FineFive Starsand it looked great. The only problem was the screws came with ...It's 26 and 1/2 so there was a 1/4 gap on both sides Would look nice if itFive StarsFive StarsGreat item and seller!"
311592014,1,1.0,0.17800000000000002,0.086,0.736,0.330117971289604,0.0,0.0,1.0,0.04546873941048218,0.0005575827482352802,"price,if you like cold drinks don't purchase"
313983847,1,4.0,0.0,0.401,0.599,0.05293632350136629,0.0,1.0,1.0,1.4239114495214642,1.5735233685807648,"price,then it's a great deal!"
379992322,11,2.363636363636364,0.08399999999999999,0.08172727272727273,0.8344545454545454,0.2264612249292021,0.0,3.0,11.0,0.7455775833719475,0.7567717614923422,"price,Looks pretty, but function is so-soPure crap!!!Broken after 2.5 yearsDisastrous design.8 years old and still greatDisappointedThe Display WILL failSharp could be Sharperturntable plate horribleGreat microwave, little tough to mountNot so good."
392967251,25,1.56,0.08007999999999997,0.06468,0.8552000000000003,0.3109255042319019,0.0,2.0,25.0,0.29127304388013464,0.3606019538735265,"price,Junkbroke 3 times in 5 yearsTerrible. Had for 2 years and the curcuit board ...Worthless product/worthless warrantyFrigidaire is the absolute worst kitchen appliance brand in the world!!!!!Great Price, Good FeaturesLasted just over a year! :(For a convenience appliance, I find it quite inconvenient.Five years old and dead!A little big..easy to use.Terrible Product, the Frigidaire Brand Should NEVER be Considered as an Option!Great for the price...This microwave is built to last as long as the warrant it comes with.HORRIBLE POSAn almost immediate regrettable purchaseThe hotel TV of microwavesHow did our landlord get all new appliances and choose ...Turntable makes a weird noise and continues to get worse. The paint has chipped off and now metal ...Astounding POS3 microwaves busted!!Starting to fall apart after 1 yrPoor design, dead in 3 years.Does not work correctly.POOR QUALITYNot exactly what I was expecting"
423421857,391,3.887468030690537,0.04768542199488489,0.2806956521739131,0.6716214833759592,0.11247589151106342,0.0,363.0,309.0,5.0,5.0,"price,Three StarsIt doe's a great job on popcorn thoughA microwave that does not heatThree StarsLove the compact sizeGreat Microwave.Excellent quality and value.Five StarsFive StarsGreat Space Saversuper in a small sizeGlad I bought it . . .Five Starsgood product for the priceFive StarsWorks Just fineFive StarsSpend more to get something you know and trustFive StarsFive StarsWonderfulGood value for priceGood and badthis is a very nice microwave.Amazon reviews were misleading.Pretty good so far. . .OK el cheapo microwavePoSLooks great. Works greatthree starsFive StarsFive StarsNice for the money.Better than expected!Five StarsAdequate, but noisyOverheats with minimal use!Five Starsbut it is a little slow and worse of all it has no way to quickly add ...Five StarsFive StarsVery satisfiedIt works fine, but we hate the push to open buttonGreat price, great microwaveFour StarsOne StarGood microwave for small kitchens and as for the priceStill in the boxFive StarsDidnt even get to use it onceSuper cute. Works greatPretty goodFour StarsI was scared at firstFive StarsFour Starsbut is a great fit for our family of 7Five StarsI likedmicrowave worked fine when I bought back in March '15College KidGreat microwaveto the point where it's annoying. If I had known this before I purchased ...I've had this microwave for a couple of months and ...Good product for the priceFive StarsFive StarsCheap qualityFour StarsLove to nukeFive Starsthis is a great product. The size is perfect and it works ...Four StarsFive StarsIt's OK but far from perfect.,Five StarsFour StarsGreat buy for the moneyworks great. Quiet and powerfulFour StarsPerfect for apartment livingOne StarFive StarsRight size, right power MicrowaveFive StarsFive Starsvery annoying. Only a 30 day return policy tooHave been working good so farBurned out in less than 30 minutes of use... this for my brother and he said it is great. Great price point and it works really wellDanby 1.1 cuft microwave good unitFour StarsThe button to open the microwave door is too tight ...Everything is good so farSimple, Inexpensive and straight-forward optionI received the Microwave but it is not working at ...Very HappyFive StarsPretty basic featuresGets the job done at a great priceworks great. Figuring out how to warm without presets is ...Looks as good as the pictureFour StarsquietGreat MicrowaveLow budget great microwavefit into my small kitchen just fine.Works great, Just the right sizeFor the price it a nice unit, easy to use etcFive StarsI personally have used it now for several weeks and can only recommend it to an older less complicated user who doesn't ...Was pleased with the packaging and easy instructions to set it ...Great Value for the Money.It had great reviews when we ordered itIt's easy to useThree StarsGreat little microwave!Four StarsCheapy door and button panel-- returningWell built!Two Starsmicrowave sparks and turns on by itself, not haunted but a fire hazard BEWAREFive StarsSo far so good.TerribleGood value/small issueFive Starspretty good lil microwaveWorst EVER!!GOOD DEALGreat MicrowaveFive StarsI feel like I made a big mistake buying this onlineSeemed to work fine in the house but didn't get along with my ...Five StarsGood BuyQuestionable qualityTippy - Be CarefulNothing special, but fits the bill.Fits Dinner Plates Just Fine, Good Power, and Stable Rotating Carousel. Perfect for studio/heating single plate leftovers.Received defected itembut it heats quickly and is very easy to cleanFive StarsExcellent PriceGood product!Great little microwaveFive StarsFits perfect in our limited spaceHappy with the purchaseIt's pretty powerful. It looks as if there are many ...Five StarsThis microwave died after 4 usesa good microwaveperfectVery neat and goodGreat purchase. The microwave does the job and was ...Works GreatTo smallValue for moneyThis IS a small microwave...does the jobFour StarsLooks GreatmehLooks super expensive +++++ Works amazingFive StarsIt is what it isSmall and light; useful freaturesgood deal!Gap on the top rightNice little mic. Oven...fine for me...use it mostly for reheating food..small size, good for one person.Heats well!But it fits where we wanted it just perfect and we like the looksHeavy dutyDanby Microwaveburnt up after 2 monthsFour StarsFast shipping. Exactly how it was describedFive StarsDoes the jobThree StarsSatisfactory..fits the spaceFive StarsI've only had this about 4 months but so far ...It has all the right featuresDon't waste your money.Perfect  !HAVE HAD THE MICROWAVE FOR ABOUT A MONTH NICE SIZE AND WORKS VERY WELL AND QUIET SHIPPING WAS ...Fantastic!!!Five StarsA great little microwave for the priceLooks and works great. Easygoing to read key board .I works well and I am happy with itSo far...Five StarsFive StarsFive StarsGood smaller microwave.value for monetFive StarsFive StarsGood price great productgoodOne StarSo far she is very happy wit itCheaply put together. Very low quality for the amount ...... cook and reheating and it does both jobs just fine.I would have given it five stars if there was ...One StarGood microwave oven.  Priced right.GreatModerately priced microwaveFive StarsmicrowaveDisappointedFive StarsFive StarsFive StarsFive StarsYou can find better products in the store at lower pricesVery High Value for a Small Kitchen Area.Great productGreat microwave at any priceGood stuffCheapand it would also be nice if it had one of those buttons to press ...Good for 6 months, then DEAD!I can't speak to the good qualities it may haveGood, cheap microwave!Five StarsDoes the JobFive StarsNice microwave for a good pricenice size.Only worked for a few daysVery SatisfiedThree StarsWorks great! Doesn't take up the whole counterFive StarsFive Starscould be a bit largerGreatWorks great and priced rightFive Starsgreat value, intuitive controlsDoes the job. Eventually.Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explodeA great Canadian product!Danby Delivers Quality and ValueI have been very happy with the microwaveNice!Dont buy Danby!!! Bad customer service and microwave.Five StarsGreat MircowaveGreat product for the moneyGlad I bought it!pad very delicateFive StarsFive StarsBetter than expectedSimple but Nice!Great little microwave!!!It's tinny.i hate that opening the door moves the microwave towards you ...Four StarsMehExcellent value for moneyFits exactly as the other reviewers measuredFour StarsFive StarsFive StarsDo Not Buy This MicrowavePerhaps its my fault in not researching the low wattage ...I'm very happy with this purchaseFour StarsOne StarAbsolutely fine. ActuallyGreat microwavei would of like more selection in theGood QualityDO NOT WASTE YOUR TIME OR MONEY ON DANBYDandy unit.Nice little Machine!Great buy for the moneyFive StarsThis Danby model is perfect for thatCompact MicrowavePerfect size for my dinner platesFair DealSimpleFive StarsHeats up fast.Doesn't work.Five StarsGreat microwave for small spacesFour StarsFour StarsFive StarsI know you get what you pay for, in ...Great microwaveSo far so good! I'm not enamored with the constant beeping when ...Poor qualitysimple controlsWould like to have an add 30 sec or quick minute ...Could not have asked for anything betterbut still great!! I should've just read the dimensionsHe likes it.It arrived in perfect shape and I just had to plug it inGood except for the dang Superman door latch!UPDATE.  Danby died taking electrical plug with itMehbut it seems like they should be able to fix that in a ...Four StarsStopped Working After 5 Months.Broke after barely any use.Four StarsFive StarsFive StarsGreat for a small kitchen!Three StarsNice, but no one minute buttonIt's a microwave. The buttons feel cheap. Also ...Five StarsJust the right sizeMicrowave Died within Six MonthsFive StarsNot english.. I cannot read...Beware.Good looking, silent and functionalOKAY, heats well; interior  vapors accumulate easily.perfect Terrible microwave. doesn't heat the food yet the outside ...Three StarsNOT a simple 1-touch as advertised!Five StarsNuff Said!Not badDoes the job, but not ElegantIt is a great little machineReally tiny. Not very powerful. Both of those ...Good valueFive StarsWorks as expected and seem to do the job!Five StarsSo far so good ...Great little microwave!Five StarsDo not recommend it. go use your money for something more ...Didn't work!it probably works better than the Oster OGB8902-B0Nice size.Very pleasedPretty good so far. . .Ok but littlegreat appliance.Very satisfied... have a small apartment) well and I am very pleased. Does not take up a lot of room ...mositure gets trapped and cause bad smell.Had problems in just 3 months, disappointed.Nice looking microwaveFive StarsGreat Microwave, for a Super PriceVery low qualitygood qualityShort LivedFour Starsgood for the priceFive StarsNice looking, easy to clean and large interiorFive StarsFive StarsFive StarsSolid Microwave, but has got a few cons..Still recommended for its efficiencyFantastic MicrowaveMaybe I got a lemonFive StarsAmazing for the priceslides too easily.8 In76 t nmFour StarsNoisy and hard to open but I needed a smaller ...The machine is attractive and is performing within the range ...Good quality product and good priceCute, affordable and durable.. just weaker wattage ...Very nice microwave. I only use it to reheat thingsOne StarFive StarsPerfect space and sizeLooks 100% better in person and much biggerDo not purchaseThe largest smallest microwave"
454581724,1,4.0,0.0,0.583,0.417,0.053250722143664435,0.0,1.0,0.0,1.5427854133280352,1.5667483973992824,"price,Four Stars"
459626087,41,3.9512195121951224,0.051073170731707314,0.15212195121951225,0.7967804878048779,0.2995003820841861,0.0,24.0,41.0,1.67883686500233,1.8361632994017485,"price,Excellent productSharp Convection MicrowaveUpdated Sharp over the range microwaveOwned 8 years, daily use!Maybe best Micro/Convection built.Top Notch Price, Delivery, Quality!Over the Range Sharp Convection/Microwave ovenConvection oven still not workingProblem with filtersWOW!!!!!!!Sharp R-1874 1.1-Cubic-Foot 850-Watt Over-The-Range Convection Microwave,...Great looking and great workingFlimsy door construction lasted 16 monthsThanks Sharp Thanks AmazonGood convection/microwave functionalityCool kitchenSharp Over the Range Convection Microwave OvenBargain??? Mind the interior!Shipping of this unitSharp..NO customer service!Great microwave and convectional ovenTerrific - Use it every day!A great, sleek oven... if you can get an undamaged one.It was a bit of a disappointmentCame damagedGreat Product from AmazonAn excellent product at a great priceThe best availableBeware the Bummer Ovensharp microwaveAmerican Made Microwave w/convection -works greatIt is installed in our Motorhome and works like a charmLasted a long timeSharp product is garbageGreat product - Highly Recommend - You will not regret purchaseA good reliable modellove the microwaveI couldn't enjoy our travels in our RV if I didn't have ...Item arrived damaged. At that point return of item ...But the unit works great in all categoriesGreat price, shipped in good speedy time"
464779766,28,3.5357142857142856,0.08407142857142856,0.16585714285714284,0.7500714285714285,0.2209336698279823,8.0,17.0,27.0,1.426556518458464,1.4938664775482942,"price,just okReally like the microwave, a bit torn on the other featuresHigh Quality, Large!It comes with metal racks? What next? A TV without a dial?Awesome Convection Microwave Oven!very good i event toast bread in itTREMENDOUS HEAT ON THE LEFT SIDE AND BACK.  DANGEROUS!Is as describedThe oven stopped working 1 month after I got it ...Multi-functional and Perfect SizeNot recommended unless you like wasting your time and not having ...Great value for money and does everything it promises!I want to love this microwave combo ovenbut the Microwave is fast and easy to useFive Stars... been about two months and my husband and I love this microwaveIt Misses the Point of Being a Multi-Function ApplianceStylish but not reliable, poor customer service as experienced by many othersNo review because it was returnedA Multi-Function Unit that is surprisingly good but not perfect! (The preheat setting is problematic to say the least)ExcellentDon't even think about itOne StarI wanted a product that was a microwave and toaster ...Takes your chef skills down a few notchesFive StarsFive StarsExceeds expectations"
486381187,33,2.8181818181818183,0.07012121212121211,0.11633333333333333,0.8134242424242422,0.2666829606362447,0.0,15.0,32.0,0.9232754595208976,1.1107632775944771,"price,handle and front broke off in a few months of owning, used by only adult coupleWorks well. Looks good. Few negativesCheap and cheesyEverything MicrowaveGood and cheap and it worksVery PleasedNot RecommendedWorst Ever!Mostly pros and a couple of cons...Think Twice Before BuyingThis microwave is not durable!LG Microwavepurchased on a whimFirst and Last!Displeased with LGtoo loud and too many beepsDecent low-cost over the rangeGood for a basic microwave - noisy thoughLG Electronics MicrowaveBroken on first use. Repaired and broken again w/in a yearreceived dented unitTerrible Product and Useless Companyover the range microwaveDecent oven, inexpensive, not too bad to install.Gorgeous, Efficient and Chic!Terrible qualityExcellent MicrowaveSeems like it was constructed to fail on or about expiration of guaranteeBest purchase this year!Five StarsDoor Falls ApartPoorly manufactered MicrowaveMicrowave - It's great!"
494028413,1,1.0,0.055,0.057,0.888,0.001671684911007762,0.0,0.0,1.0,0.020707122560903873,0.0,"price,Dead after 1 year."
494668275,26,1.6923076923076923,0.07923076923076923,0.08434615384615386,0.8364615384615386,0.13244145758196715,0.0,1.0,26.0,0.3977653200418457,0.4382159234293941,"price,Probably my second favorite applianceDon't BuyWhirlpool...NEVER AGAIN!!!Miserable plastics.Velos is a dudDon't waste your money--it doesn't last!Whirlpool losing reliablilityI would have been better off purchasing a microwave from WalmartSome unique features, falling apartMost amazing appliance ever!This microwave is terrible.Stay Away!Believe the warnings!Don't waste your money!Whirlpool of junkBeginning awesome - couple of years later - JUNK!Dont buy this productSTAY AWAY!!! THIS AND WHIRLPOOL OTHER PRODUCT! JUNK!!!!Wonderful features while it works!This one does everything for youSitting in My GarageInferior ProductWorst microwave for the moneypiece of junkNot reliable at allWhirlpool.....synonymous with toilet flushing"
522487135,15,1.6666666666666667,0.10013333333333337,0.08686666666666666,0.8128,0.25530766789467874,0.0,0.0,15.0,0.369607583622364,0.3908462299055935,"price,no issuesDangerous failure mode and no support from ManufacturerFan malfunctions at random timesSame experience as everyone else-- AWFULBroken twice in two yearsWorks - Beeps Drive Me CrazyBe Warned - Frigidaire is a really bad brand, and customer service is worseAgree wholeheartedly with other reviewsWish I had read reviews before purchaseBoo...HissJunkJust stop beeping!!Died Less Than 1 Month After Warranty ExpiredNO.Serious defect caused it to run continuously after 18 months (fire hazard!!)"
523301568,74,4.5,0.0232972972972973,0.22331081081081086,0.7533648648648649,0.1857135941337744,0.0,73.0,65.0,2.374715338948394,2.3800371003565064,"price,Covered well prep was most work One can did the ...works great - easy to use.Touch upDoes the jobMicrowave Cavity Paint has worked out great so far!!!Make your microwave interior look almost brand new.NOZZLE PROBLEMSFive StarsDon't waste you moneyUnless you're willing to go thru the tedious process of properly preparing AND PRIMINGafter sanding rust out and washing cavity, paint when ...Great product!works greatFive StarsFive StarsDid the jobFour StarsGreat ItemSaved Me a PacketA real lifesaverGreat productMICROWAVE CAVITY PAINT 98QBP03Works As Advertised If You Do Proper Prep Workgreat productFive StarsWonderful product. My first time using anything like this ...Five StarsI never used this for my wife insisted we buy ...Five StarsGreat microwave paint.Great purchaseExcellent color matchDid what it was supposed to doWonderful finish! Glad I made the purchase and saved myself from buying a new microwave.Great ProductWorked well on Sharp Carousel IIMORE THAN A COSMETIC PAINTFive StarsDid the job and has held up even after a ...microwave paintWorked as advertised.It works!Micro paintSaves buying a new microwave.Five StarsThe Perfect Repair For A Rusty Microwave ovenmicrowave cavity paintFive Starsbut it delivered good results.Works better than I thought it would.Very good paintThe product deliversVery good but smellyPaint saves a perfectly good microwaveawesome!Five StarsNot snow white but off white colorFive StarsGreat stuff. Saved me from having to buy new ...Works GreatStunk, hard to believe it is good for us.not what I thought I was orderingI recommend it !Works PerfectlyMICROWAVE CAVITY PAINT 98QBP0302Five Starsgreat productYour results may varyFive StarsMicrowave PaintingI like itFive StarsSaved my MicrowaveMicrowave paint fix that works"
539049610,1,3.0,0.0,0.0,1.0,0.3270274364328861,0.0,1.0,1.0,1.0518928226188526,1.0504406065109364,"price,Fine"
542519500,23,3.217391304347826,0.07652173913043478,0.10247826086956524,0.8210434782608695,0.2706300051423449,0.0,10.0,23.0,1.1354823937523948,1.2888362926064485,"price,I'm not satisfyGood Choicebest part, I did not have to go anywhereGood Value in a stainless microwave!This microwave is a winner.Buyer BewareEasy install.  Looks great.  Works great.Sticks out a little too far but works fine.Great value, excellent performance.  A bit difficult to install.good microwaveMicrowave is great but.....Damaged UnitWhirlpool has turned into garbagelooks nice, seems to work well, but needs to be modified before installationGood basic microwave but lacks one convenient function.Poorly Written User Guide - Poor Service from WhirlpoolBest Bang for the Buck out there!WORST appliance I have EVER owned.Great Microwave with Easy to Use FeaturesSo far so good - install a bit trickyExtended Warranty vs Product QualityGreat value. Protrudes more than expected.Track record not great"
542731946,1,4.0,0.0,0.0,1.0,0.13806208048367594,0.0,1.0,1.0,1.4859497968890776,1.5741012876309166,"price,Cool Cooler!"
544821753,80,1.75,0.082125,0.1004,0.8174875000000001,0.2198800740443652,0.0,15.0,78.0,0.4465329652702267,0.6537622554470668,"price,Samsung stands by their productsNot a good productDO NOT BUY A SAMSUNG MICROWAVEHandle keeps breakingJunkSamsung SMH 9187STGreat when it worksSame SE problem.That Beeping MicrowaveWouldn't recommendWhat a rip off! DO NOT BUY SAMSUNG MICROWAVE OVENS...!!!Do not buy a SamsungBAD, BAD, BAD!Two of these blew up - I mean sparks then death.Another SE code broken microwaveShort life!I WILL NEVER BUY SAMSUNG AGAIN!Loving this MicrowaveKind of hard to LOVE a microwave, but...Do NOT buy this!Will fail.Wouldn't recommend.Worked great - until I got the dreaded SE error code1 1/2 years old and still surprisedBuy it to entertain friends with your possessed microwave!little experience with device yet. setup and install directions unbelievably badExpensive paper weight!Crazy to buy thisSame problem as everyone elseYikes! Door falls open by itselfturns on by itselfDanger, do no buy.SE errorbut fits nicely over the rangeDo not buy this microwaveDoes not lastExactly as the bad reviews describeGreat while it worked...but same problem as everyone elseProblems have startedBroke after less than 2 yearsReally looks greatUnsafe productAbsolutely the worstBad ProductGues what 14 months after buying It happened to me ...fine for awhileSamsung Does Not Stand Behind Products.  Do Not Buy!I'm amazed that Samsung continued with the same faulty design model ...AwfulFast shipment!This microwave SUCKS!!!!!Last Samsung product everDoor latch broke after 18 monthDIED AFTER 16 MONTHSBroke after a year of normal useSamsung MicrowaveSamsung SMH1816S 30 in 1.8 cu. ft. Over the Range Microwave 1,100 Watts, 400 CFM - Stainless SteelAnother dissatisfied ownerPerfect replacement for a 30 inch.Five Starsdisappointed, baffleddo not buy.....lemon productVenting to outsideCaught popcorn on fire and DiedFailed after two years from range steam/heatIt went up in FLAMES!GREAT PROWERFUL  MICROWAVESE here tooThis microwave blew up!Samsung 1.8 cu.ft. otr microwaveFive StarsAdd me to the list of the great disgruntled. Ours stopped working after a year and ...16 Months Sparked, Smoked, DiedTerrible user interface compared to GE; dim light and worthless timer.Samsung customer support has been terrible. This is not the first time I have ...Samsung microwavemajor design flaw!!!!!!!!Another unhappg coustomer with the 5e errorDon't buy! Terrible microwave. Second unit has failed."
550562680,1,1.0,0.194,0.079,0.726,0.2551541222794265,0.0,0.0,1.0,0.0,0.000430269110110737,"price,Pure Junk and lousy customer service"
