year,month,rate_exp_num,rate_exp_txt
2011,7,1.7044166954608666,1.6995113999096474
2011,8,1.6218203543936902,1.6965468081720556
2011,9,1.7095528961258355,1.7149469030737539
2011,10,1.6533096125599667,1.7074744929099697
2011,11,1.6926788449343897,1.7155003668224116
2011,12,1.782206155542492,1.7286851817425968
2012,1,1.6744898982035128,1.7073947199295627
2012,2,1.7058205477295472,1.7054204892963767
2012,3,1.7435948388134093,1.711644521088041
2012,4,1.7671854353389378,1.7231691499382753
2012,5,1.7903809453385782,1.6981785324008085
2012,6,1.7143598370676476,1.6783348967081917
2012,7,1.6279356045417332,1.6817721171190505
2012,8,1.7566930291708687,1.6636062919371815
2012,9,1.709552803147022,1.6672481473930925
2012,10,1.7115739578323999,1.6432076830687157
2012,11,1.6913896981320382,1.6475375492549573
2012,12,1.6702687182420424,1.6439359872494765
2013,1,1.5793939205049436,1.647185530565733
2013,2,1.6485301780507158,1.6288028235306258
2013,3,1.7189741370578029,1.6346158149272865
2013,4,1.7554101442070302,1.630167907867709
2013,5,1.6873778513749491,1.6284420530886576
2013,6,1.684771767019744,1.6314770315809188
2013,7,1.5925706915337523,1.6443052847432453
2013,8,1.6000200699772429,1.6424370042661018
2013,9,1.7034246867930007,1.6390737413751175
2013,10,1.6690579375376333,1.639434559206725
2013,11,1.7082375045866167,1.6284562052720957
2013,12,1.6403875481627577,1.6214816215121655
2014,1,1.6822472656002263,1.620517861882856
2014,2,1.6113966684492274,1.6107947092988528
2014,3,1.663478672023244,1.6130317335493765
2014,4,1.6852613674014876,1.6034349842979874
2014,5,1.572229856517525,1.5980135571817748
2014,6,1.6605311164069378,1.590611435731562
2014,7,1.5930989746402022,1.58952474976036
2014,8,1.571044674455801,1.5872954475203456
2014,9,1.513518513503031,1.577084290656881
2014,10,1.4543785463828662,1.5707679985701988
2014,11,1.6214171839094487,1.5763435007283955
2014,12,1.5965112889610311,1.5825887803511465
2015,1,1.6530094925009058,1.5882348170949132
2015,2,1.6110337158290227,1.5848435410675643
2015,3,1.5547738195877903,1.5857326360133575
2015,4,1.5924386127230665,1.5875259989707304
2015,5,1.566931106821975,1.5832916003725634
2015,6,1.5451539143819162,1.571837921135047
2015,7,1.5165543992175465,1.5387550908058734
2015,8,1.5604237209693743,1.5448586287170498
2015,9,1.5253502441054902,1.5448586287170498
2015,10,1.5526412778728516,1.5448586287170498
2015,11,1.5754377781015727,1.5448586287170498
2015,12,1.5812372443929092,1.5448586287170498
