index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt
494668275,26,1.6923076923076923,0.07923076923076923,0.08434615384615386,0.8364615384615386,0.13244145758196715,0.0,1.0,26.0,0.3977653200418457,0.43821592342939414
522487135,15,1.6666666666666667,0.10013333333333335,0.08686666666666666,0.8128,0.25530766789467874,0.0,0.0,15.0,0.369607583622364,0.3908462299055935
523301568,74,4.5,0.0232972972972973,0.22331081081081083,0.7533648648648649,0.18571359413377442,0.0,73.0,65.0,2.374715338948394,2.3800371003565064
539049610,1,3.0,0.0,0.0,1.0,0.3270274364328861,0.0,1.0,1.0,1.0518928226188526,1.0504406065109364
542519500,23,3.217391304347826,0.07652173913043478,0.10247826086956523,0.8210434782608695,0.27063000514234486,0.0,10.0,23.0,1.1354823937523948,1.2888362926064483
542731946,1,4.0,0.0,0.0,1.0,0.13806208048367594,0.0,1.0,1.0,1.4859497968890776,1.5741012876309166
544821753,80,1.75,0.082125,0.1004,0.8174875000000001,0.21988007404436521,0.0,15.0,78.0,0.4465329652702267,0.6537622554470668
550562680,1,1.0,0.19399999999999998,0.079,0.726,0.2551541222794265,0.0,0.0,1.0,0.0,0.000430269110110737
565072108,28,2.5357142857142856,0.06903571428571428,0.1742142857142857,0.7568928571428571,0.2255853358773816,0.0,15.0,26.0,0.9193365483417942,0.9183918706589311
572011672,12,4.25,0.06591666666666668,0.306,0.628,0.09397559783382443,0.0,10.0,9.0,1.7402671656803363,1.7633986682027025
618770050,24,1.9583333333333333,0.06004166666666668,0.11537500000000002,0.8245416666666667,0.22134016131273668,0.0,5.0,23.0,0.5613247792302181,0.5790918640189271
632928046,1,5.0,0.0,0.259,0.741,0.02415200084975888,0.0,1.0,1.0,1.916885281128872,2.0977579354561247
664466484,1,5.0,0.0,0.16699999999999998,0.833,0.3856843158311026,0.0,1.0,1.0,2.1275341668968872,2.100827077150587
665261008,1,4.0,0.0,0.085,0.915,0.24764305713295776,0.0,1.0,1.0,1.6714128089111824,1.5748454676301835
690479711,30,3.9,0.04603333333333334,0.1652333333333334,0.7887666666666667,0.25123184533845533,0.0,20.0,30.0,1.5080760027375264,1.7237432928358378
692404913,44,3.8181818181818183,0.06993181818181818,0.1934090909090909,0.7366818181818182,0.20408385757487313,11.0,31.0,40.0,1.7202917679787444,1.7486126938756377
721617315,13,4.230769230769231,0.02776923076923077,0.17446153846153845,0.797846153846154,0.1927420181121033,0.0,10.0,12.0,1.7014657521370122,1.7759961534732982
731025324,19,4.157894736842105,0.04647368421052633,0.2715263157894736,0.6819473684210526,0.18393282081266965,0.0,14.0,16.0,1.5902214901457712,1.7657570822982933
760984384,12,2.5833333333333335,0.06058333333333334,0.11908333333333333,0.82025,0.18823599325426912,0.0,4.0,12.0,0.8556422981747175,0.8802185457928141
771401205,78,4.205128205128205,0.04719230769230769,0.20724358974358972,0.7456025641025641,0.2342679554766949,0.0,69.0,74.0,2.1323752897806663,2.27035608322856
784164614,15,1.8666666666666667,0.07786666666666667,0.1138,0.8081333333333334,0.27767039199063587,0.0,2.0,15.0,0.453488586627602,0.5007489677211531
788261054,1,4.0,0.032,0.179,0.7879999999999999,0.3737146675123325,0.0,1.0,1.0,1.6042078174210088,1.5757019643403032
801135043,14,4.357142857142857,0.03192857142857143,0.2602857142857143,0.7078571428571429,0.20850954136034017,0.0,12.0,11.0,1.6690160567578674,1.8371763836687593
809249591,13,3.923076923076923,0.06292307692307691,0.1487692307692308,0.7882307692307694,0.2955524601831921,0.0,12.0,13.0,1.466394478074546,1.616320263051675
827502283,76,4.118421052631579,0.027421052631578947,0.2214473684210527,0.7511052631578948,0.31329696721875455,0.0,66.0,68.0,2.0056926635256818,2.1607913067863005
838179571,12,1.8333333333333333,0.060416666666666674,0.08966666666666667,0.8498333333333332,0.290230211009462,0.0,1.0,12.0,0.45167430640228046,0.4727574645187035
862802057,1,5.0,0.053,0.0,0.9470000000000001,0.019712429090739628,0.0,0.0,1.0,1.972700432383083,2.0977202690887484
921964554,21,1.0476190476190477,0.09428571428571429,0.05133333333333335,0.8544285714285715,0.11608184539786606,0.0,0.0,21.0,0.0699489816040759,0.06191419872860274
930071734,32,4.625,0.036968749999999995,0.18646875,0.7766562499999998,0.09015683146217418,0.0,31.0,29.0,2.0845350328653773,2.1316687762834814
943347999,49,2.5306122448979593,0.06318367346938775,0.11155102040816325,0.8253265306122448,0.16229526831861932,0.0,27.0,48.0,0.9284797860678051,1.0214045854425788
981162112,15,2.4,0.07493333333333332,0.12946666666666665,0.7956666666666666,0.19341535953999875,0.0,3.0,14.0,0.7361704338960589,0.7890304336393408
984005611,19,4.7368421052631575,0.032736842105263154,0.202,0.7651052631578947,0.09706426097156416,0.0,18.0,18.0,2.0597562706152797,2.1008390237313628
991090482,16,3.625,0.074875,0.17693749999999997,0.7482500000000001,0.2357748655515077,0.0,14.0,14.0,1.3868971872508093,1.4596949530107097
994339247,12,2.1666666666666665,0.0795,0.2203333333333333,0.70025,0.2973441600994286,0.0,4.0,10.0,0.6957784664998145,0.6464828633949887
