index,sales,star_rating,neg,pos,neu,helpness,vine_Y,veri_y,two_sides,rate_exp_num,rate_exp_txt,review,attitude_target,keywords
30965255,1,1.0,0.086,0.12,0.794,0.21959540069750444,0.0,1.0,1.0,0.011953087014466013,0.00019041651328918768,"price,very poor design",2,"sharper,looks"
44138644,1,3.0,0.0,0.122,0.878,0.034518340624778716,0.0,1.0,1.0,0.9427045483485228,0.9557689675556312,"price,Sharper than it looks",2,"results,minimal"
44703144,1,2.0,0.043,0.036000000000000004,0.92,0.20691883958541168,0.0,0.0,1.0,0.5144180289652565,0.4782088933631954,"price,Minimal Results",2,"works,pretty,good"
45575190,1,4.0,0.07400000000000001,0.14300000000000002,0.7829999999999999,0.2548822027646133,0.0,1.0,1.0,1.4237633241621412,1.4344432386513066,"price,Works pretty good",2,"greatest,cleanser"
46450049,1,5.0,0.138,0.237,0.625,0.3345771305349784,0.0,0.0,1.0,1.8094228812526831,1.9128789918584848,"price,The Greatest Cleanser",2,"watch,excellent"
46677591,1,5.0,0.07400000000000001,0.282,0.644,0.2650097186733421,0.0,1.0,1.0,2.035315111401345,1.9125628441029248,"price,Excellent Watch",2,"hair,dryer,great,love,cord,good,hairdryer,starsgreat,best,blow"
47684938,555,4.140540540540541,0.0365945945945946,0.22575495495495496,0.7376540540540543,0.11956188843690722,0.0,510.0,509.0,4.6584938184862485,4.720217695533922,"price,Handy, good, but not greatCould be betterFive StarsGreat quality for inexpensive hair dryer!Five StarsGood hair dryer!Stopped working after 4 months!Gift listWorked great while it lasted, good for travelRetractable cord no longer works.Great product.Everything works as expectedmissing some controlsMy Wife loved it...Nice size for travelThis One's a Keeper!Great Product!Five StarsNot the best, but it is okay.3mo, holding up strong and traveled to UK and ...Excellent DealBest hairdryer hands downGreat Blowdryer that Travels WellGreat travel dryer at a great priceFour StarsNeat Addition to kitFive StarsSize  Really a 4.5 star rating.Almost perfectFour Starsnot durablePretty neat little dryerBought as a back-upgreatCeramic Hair Dryer with Unique FeaturesGood, compact dryer, but loud!'High' and 'cool' settings are way too strong...Dryer is OKGreat hair dryer with plenty of powerWell designed, works well too.Andis hair dryerNice Hairdryer!ExcellentNeed Help with operation...Great hair dryer for the price.....Great hair dryergood power, able to dry hair quicklyBest hair dryer of this kind I have ever bought.but so far so good: )Love the retractable cord!I really wanted more speeds as it turns out. ...Rating for Andis RC-2 tonic 1875W ceramic hair dryerAwesome hair dryerGreat Blow Dryer but be careful pulling out the cord...Great compact dryerNot Quite What I Wanted But A Good Dryerits a small hair dryer!BEST FOLDING HANDLE, RETRACTABLE CORD DRYERGreat Hair DryerAndis DryerThe best hairdryer!Quality hair dryer still working years laterCompact yet strong enough.Five StarsGREAT PRODUCT!It is hugefastest blow dryer ever!Three more happy customers! All three have varied thickness of hair ...BOUGHT FOR USE BY GUESTSCeramic Blow dryerChristmas GiftFive StarsFour StarsLarger in size than expectedAndis RC-2 Hairdryer Not Made for the Long Haul... dryer for a month but so far it's the best one I've ever hadLOUD & Cord Gets Stuck (Does Not Retract All the Way)perfect for occasional useAndis Ceramic Hair DryerAwesome dryerHairdryervery happy with productWorked great but didn't lastThis is a great portable hair dryerThree StarsOKMy wife was looking forward to it so disappointed really.and loved it.Hair DryerNot impressedPeace out, expensive dryersRetractable cord doesn't workFour Starsso niceLasted exactly one yearGreat Quality and So CompactFive StarsFive StarsToo Heavy For Me, But Dries WellIt worksTwo StarsGreat dryer, until cord stops retractingGreat Hair DryerGreat Dryer for the BucksEconomical & effective!Perfect for curly hairLove It !!Great Dryer!Five StarsGreat features, great buy!Great Hair dryerWonderful hair dryer.Adis Hair dryerFour StarsLove it so far!My last hairdryer....Nice ceramic dryer for a low priceGood lifespan for priceAWESOME!Strong dryerFive StarsLOVE IT!!!Excellent purchase experience.Works Great!Andis 1875 wattsA great travel dryerStill AvailableBuying Second Dryer for ReserveFive StarsAbsolutely not the hair dryer for you if you have small hands or arthritisCord wont retractDon't buy this Andis blow dryer!best product!I had used it once in a hotel.  I like it getting my hair dryStill kind of heavy and cord refused to retract after a few monthsFirst worked for three years, second for three secondsSmoothes the fizzies.travel dryer??Great hair dryer!!Don't Buy It!The greatest blowdryer ever!Five StarsNice full-sized dryer, also folds for travelIt broke!Very good lightweight ionic dryerLove this hair dryer!Absolutely the best hairdyerGreat!!Dries quickly and what shiny beautiful hairIt's a basic hairdryer...without a diffuser and hardly functioning retractable cordBest hairdryer ever!!!!Works wellGood productExcellent. Great ValueGreat product!!Love itPiece of junk.Great Dryer But Needs a NozzleFive StarsMet expectationsFive StarsMust have hair dryerExcellent Travel Dryer!Great dryer and love the folding handle!Good DryerSimple and functionalFive Starsstill working after 2 yearsThere's no such thing as a quiet hair-dryer.Excellent First Introduced to this product at several 5 star ...Works well but only for a whileLove this hairdryerMisrepresented it is not small for traveling purposesGood dryerI love this hair dryerWonderful!I'm Buying AnotherThree StarsGot this one becos of ritz carltonGreat ProductexcellentEasy and EffectiveHair DyerExcellentGreat Hair Dryer With Some Surprising BenefitsThe Best!It's like being at a hotel!Love this hair dryerPerfectVery satify for the price and perfornanceLove this dryerUsed at Hotel, Had to Have it, Just Great!Powerful, little dryerLove it!OK Only For Drying, Not Styling.Great little hairdryer....Great 3-speed blow dryer!I like it butExcellent hair dryerReally great hair dryerI bought this after trying it at a hotelGreat design, compact and nice features....Salon quality for drugstore priceNice product and very portableFive StarsIndustrial strength dryer with retractable cordI love this thingAWESOME!I Like ItShould have listened to neg reviews on this productIf you want your cord retractable dont buy it.Best blowdryer ever!!!Andis RC-2 Ionic1875W Ceramic Hair Dryer with Folding Handle and...Larger than I expectedGreat little blow dryerLarger and heavier than expectedbut I like the powerDoesn't heat upThree StarsHad to Have itGreat powerWife loves it, and holds up very well after several bashes on my head with it.Better than I expectednot good for people with arthritis or smaller handsIt blows...and that's a good thing!One of the best I've owned.Great blow dryer...great travel hairdryerhotel hairdryer proved greatGreat compact blow dryer for travelling or small spaces!Good for 6-months to a yearGreat hair dryerFive StarsBroken.Not dual voltageFive StarsSkip this oneworks well and is convenientJust right!Love it!Powerful for a travel hair dryerI LOVE EVRYTHING ABOUT THIS HAIR DRYERNot a compact dryerWonderful !dryerFour StarsFour StarsDisappointed Andis PurchaserPowerful little thing!cant beat it for the price.IT'S THE PERFECT SIZE, LOVEI love the retractable cordDoes the job, for it's size...[updated]decent hairdryerAWESOME !Spend less time drying more time beautifulThe dryer still works great after every day useI love this hair dryerand the Cool setting, which I loveGreat compact hair dryerA Great Mid-Sized-Compact Hair DryerExcellent product for such a great priceAttractive, functional, and durable. Great for at home or on the road.LikeExactly what I expectedGreat hair dryer for the moneyIt takes some precision switching fr hot to cool & vise-versaRetractable cord is awesomeGood size, power and temperatureFive StarsPowerful little hair dryer but be aware the cord doesn't retract all the wayGreat hair dryerNOT DUAL VOLTAGEAndis hair dryerGoodTerrific hairdryerGreat Blow DryerA very handy hair dryerLove this!!Love this hair dryerFive StarsGreat hair dryer!Great hair dryerThis is a great hair dryer for travingExcellentGreat DryerBest hair dryer I've ever usedFive StarsBetter than any others!Basic travel dryerGreat hair dryer.Two StarsGreat powerFive StarsLoved it, then it died.It is not dual voltageAwesome for Fine HairRetractable CordGreat ProductI really needed a new dryer and I'm glad I picked this oneAwesome dyerThis is a poorly made product and I'm not buying it again. I'm going to write the Andis company directly.Perfect for everyday use AND travel!I like this hair blower!Five StarsFive StarsVery Happy!Switch FailedBlew the circuit breaker on 1st plug in!Five StarsBought two, I liked it so much!Five StarsAndis hair dryerNice dryer...disappointing featuresBest hair dryer for the moneyAndis 80020I LOVE this hair dryer!Liked It So Much Bought TwoLove this dryer!Hair dryerI don't remember why I sent this back, but ...Purchased it twice, both died suddenlyThree StarsDisappointed... of these in a hotel while on vacation and liked it so much I came home and ordered oneI would not recommend this productUnretractable cordI don't like itAbsolutely love it!Great blow dryer!!great to have for travel not super small but it ...This hairdryer is perfect for thick hairthe BEST hairdryer--EVER!!!!!Five StarsWould of given it a 5 star if the handle were more ergonomicFive StarsNo good!Broke After a TripAndis RC-2 Ionic 1875W hair dryerGreat Hair dryerFast drying timeGood dryer, but cord is NOT retractableI love this dryer - great valueAndis RC2 Iconic Hair DryerStayed at a hotel that had this specific dryer. ...Too Darn BigQuiet and convenient to use..Good dryerFour StarsThe retractable cord rarely fully retracts and it doesn't seem ...product goodAndis RC-2 Ionic 1875W Ceramic Hair Dryer.Healthy looking hairWorks greatLike but too heavy.Great Hair DryerGreat dryer!I No Longer Recommend ItNot a reliable choiceFolding Handle is good!flawedGreat concept but exceedingly short shelf lifeFive StarsThis thing BLOWS (and not in a good way)great dryer so far!Andis dryergreat hair dryerGreat Non-Harsh Dryerthere's only one thing wrong...Andis RC-2 Ionic Hair DryerOK while it worked.Cord won't retract after two monthsFive StarsIT FITS OUR NEEDS PERFECTLYFive StarsGreat size for travel!GREAT/AMAZING!A Retractable Hair-Dryer?Powerful, and Retractable Cord a Plus!I've had mine for close ten years & still works great.Five StarsDon't buy this or any other Andis productsJust not for me.Great DealPerfect blow dryer for home and the road. You'll only need one!Five StarsVery satisfied.Five StarsBest hair dryerDon't buy this dryerHad to Return Themgood productFive StarsGreat product and the only ceramic, ionic blow dryer with a retractable cordFour StarsDoes not frizzOK but has it's drawbacksCord didn't retractOne of the best hair dryers!Can't beleive they are still selling these - they don't lastBig and heavygreat buy!Really like the results so I decided to order one for ...Used first at a hotel inFL.It was great until it wasn't.Love It !!Tough on my cat, but great on hair!not even a year and the cord stopped retractingThe BestGreat dryer...Excellent Blow DryerGreat hair dryer to reduce frizz and gentle on hairRetractable cord retracted for about a monthNew favorite hairdryerGreat productThings to consider before buying this dryerJUST BOUGHT MY SECOND ONE!hairdryersGood but Not GreatGood hairdryer, retractable cord could be better, only lasted 7 monthsGreat hairdryer.great dryerGreatFive StarsBeware electrical GFI doesn't work!Works Well, But a Bit LargeWorks very well but is a little heavyWell Worth the $$$$good dryerGreat hair dryer.Piece of crapFive StarsGreat hair dryerFive StarsRetractable cord worked great for a few monthsExactly as describedWorks great - but I'm a bit nervous...Travel dryerAndis RC-2 Ionic 1875W Ceramic hair dryerGreat until...Plug broke after 1 monthnot quite what expectedThis thing BLOWS! (ha, ha, ha)Five StarsGreat air flow but too loud!Love it!Great Hair DryerAnd is RC-2 Ionic1875w ceramic hair dryerGood ... and not so goodGood hair dryerGood for travelFive StarsGreat hairdryerExcellent for travelingFive StarsFive StarsgreatFive StarsGreat item!It is not  Dual VotageNice dryerFantasticBought for husband. He loves it, which this ...love itIt Broke!Good dryerDied an Early Death and No ReturnI would love for it to be a bit smaller and lighterGreat purchase!Five StarsMy mother used this in a hilton and loved it so she came home and asked me to ...Compact and powerful. Just what I was looking for ...Works well!i like itEfficient hair dryerI really love this hairdryerFive StarsGreat buy, fast shippingThree StarsTwo StarsFive StarsToo coldLOVE IT!!Best dryer I have ever usedwould buy againGreat dryer, too big for travelbut nowhere as good as when it was first purchasedTwo StarsFinally a hairdryer that cuts down drying time!Very happyExcelllent DryerFive StarsExcellent DryerA great dryer for wavy hairGreat until it brokePerfectUsed only twice before it diedAwesomeGreat prcve great performance.Great Hairdryer!!Love AndisBig Blowergreat little hair dryerdoes not retractFive StarsLOVE this dryerGreat Features, but is it durable?Magic?Love my new hair DryerIt is kind to my thinning hair (I'm 65+) and easy to handleWorks great. We actually used this in a hotel and ...Five StarsHappy!Stopped working after 4 monthsA total waste of money!Nifty Hair DryerDoes the job...barely.Great for travelFive StarshorribleExcellent value.  Item received as advertised.  Compact.  EfficientFair to MidwayDryer overheats and would not workSmart and powerful!I love this hairdryerGreat Hair Dryer.I like the way it folds upGreat travel choice!First one great second one not so great!Good little dryerGood product, but heavyGreat dryer!Love this hair dryer!Fantastic!Hot?! Not...Love it.Efficient and compact hair dryerFive StarsPowerful and convenientJust okay but STOPPED WORKINGLove This Dryer!!!Five StarsAnsis RC-2 Ionic 1875 Ceramic Hair DryerGood ProductPerfectFive StarsFive StarsAndis RC-2 Ionic 1875W Ceramic Hair DryerSmall, compact and powerful!Heat stopped working after less than 2 years : (Best Hair Dryer I Have Ever Owned!Loved it and now I own my ownJust like a fancy hotelBought for a giftFive Stars",2,"spray,jingles,price"
50000317,1,5.0,0.0,0.153,0.847,0.05086350338056009,0.0,1.0,1.0,1.8097784067539284,1.911589923172874,"price,Jingles Hair Spray",2,love
54378879,1,5.0,0.037000000000000005,0.249,0.7140000000000001,0.3711120865859429,0.0,1.0,1.0,1.8760735831184248,1.9130450410036968,"price,Love it!!",2,"great,dryer,doesn,good,fit,#NUMBER,blow,works,couldn,curly"
54987170,22,3.5,0.03790909090909091,0.2895454545454545,0.6724545454545453,0.13911948934115453,0.0,21.0,18.0,1.2694387319478468,1.2499841265993716,"price,Doesn't fit my blow dryer.One StarWorks for long-nozzled dryersDoesn't fitI couldn't find a blow dryer this would stay on ...Doesn't fit Conair Folding Handle 1875-Watt Dryer / Model 124TLOne StarI can't use it.Great!It works great!Works greatFits T3 MicroWorks great! I love that it's big since I have ...Great buy!Five StarsVery good product with a good priceGreat diffuser for curly hairFour StarsI wouldn't recommend it for this hair dryerFive StarsTwo StarsFive Stars",2,"salon,don,anymore"
55445525,1,4.0,0.057999999999999996,0.132,0.81,0.04451520917170208,0.0,0.0,1.0,1.5313600692003635,1.4336786498564584,"price,I don't have to go to the salon anymore",2,"wonderful,product"
55520986,1,5.0,0.031,0.21600000000000005,0.753,0.35346953814053683,0.0,1.0,1.0,1.8301012109459391,1.9129648552579983,"price,Wonderful Product",2,"dryer,great,mounted,wall,happy,works,night,keeps,good,blow"
57056668,53,4.433962264150943,0.0290566037735849,0.273,0.6979433962264151,0.16171485015125805,0.0,52.0,44.0,1.9180262330948208,1.8220564624053204,"price,I love my wall mounted blow dryerFive StarsNice dryer. The setting selection switch on the dryer ...One StarFive StarsSo far so goodhair dryerAwesome!Five StarsFive StarsSpace Saveri liked it much....Junk - not a quality productwall mounted blow dryerExcellent, perfect amount of air speed without blowing your ...I mounted it in my motorhome and I love that I can remove it to take with me ...Very powerful and compact designFive StarsMy wife is very satisfied with the gift that was purchased for ChristmasGreat HairdryerGood dryer. Minor complaints.Great unitWife is happy.Great Productworks wellToo large for my areaHair dryer wall mountGreat for vacation rentalsFive StarsLove it!No Whimpy Hotel Dryer...Wall mounted keeps it and the wires in placeSunbeam Wall Mount HairdryerHad the style/features i wanted, but it broke on first tryNice hair dryer!Works Well with My Small BathroomThree StarsIt's great!No doubt, this is the best!Great wall mounted hair dryerGreatNice Dryer.It was a good choice for usFive StarsAs advertised... the light would be a negative but it works great as a night like when we have to get ...Four StarsOnly 4 stars because of night lightIt keeps blowing a fuse!Smart Looking Wall-mounted DryerA happy wife is a happy LIFEQuality and good looks.Great Purchase!",2,"nice,expected,darker"
61225676,1,3.0,0.078,0.19399999999999998,0.727,0.2538536117690795,0.0,0.0,1.0,1.0232511759363194,0.9563668496083736,"price,Darker than expected, but still nice",2,"wonderful,item"
62808517,1,4.0,0.0,0.0,1.0,0.3170087742902037,0.0,0.0,1.0,1.3976156069448722,1.4346690991060669,"price,Wonderful Item",2,"shipping,product,exellent,difficult"
64142513,1,5.0,0.077,0.10099999999999999,0.8220000000000001,0.02192190777063686,0.0,1.0,1.0,1.887554744820335,1.9114584644935004,"price,Exellent Product Difficult Shipping",2,great
66014174,1,4.0,0.040999999999999995,0.212,0.747,0.2559756826311129,0.0,0.0,1.0,1.3751940074838809,1.4344472137544984,"price,Great product for the price",2,"hair,dryer,home,money,easy,heater,head,good,gets,friends"
66259499,30,3.8333333333333335,0.0334,0.23770000000000005,0.7289666666666668,0.1997249739318252,0.0,24.0,27.0,1.425755549371456,1.447417157010225,"price,waste of money.Five StarsFabulous dryerNOT WORTH THE MONEY!Four StarsVery niceNot a good buyFive StarsDangerous....It caught on fire and burned my head and neck!... home on family and friends and it works just great! Great dryer for the cheap priceSHE ENJOYGreat Hair dryerThe dryer was easy to assembleLOVE ITGood hair dryer so far.Great productOne StarSturdy, a bit bulky & gets incredibly hotHotPurple People Heater is AWESOME!Get the salon feel at home with the Hot Tools Tourmaline Standing Hair DryerIt Does the Job Very WellFive StarsFive StarsGood enough.One StarVery NiceWhat I was looking for!AmazingJust what I needed!",2,"iron,flat,amazing"
66279275,1,5.0,0.0,0.401,0.599,0.3708575514536797,0.0,1.0,1.0,1.9044893433468035,1.913043884117164,"price,Amazing flat iron !",2,"velvety,really,feel,does"
68100320,1,4.0,0.039,0.106,0.856,0.36597981751331504,0.0,1.0,1.0,1.4738977809429454,1.434847151586086,"price,It really does feel velvety",2,"velvety,really,feel,does"
68816102,1,5.0,0.0,0.0,1.0,0.11620488224995253,0.0,1.0,1.0,1.9853359070448797,1.911886743752616,"price,All In One Choice",2,says
71698270,1,3.0,0.0,0.163,0.8370000000000001,0.3244323374433846,0.0,1.0,1.0,0.9340975369142708,0.956559291903006,"price,Everything as it says",2,says
74202592,1,3.0,0.046,0.0,0.9540000000000001,0.335631820145394,0.0,1.0,1.0,0.8844940627701936,0.956589831157755,"price,too heavy",2,"travel,great,hair,dryer,#NUMBER,worked,little,dryerfive,mini,like"
74735317,94,3.9468085106382977,0.0302340425531915,0.20455319148936169,0.754563829787234,0.16897590296319345,0.0,92.0,83.0,1.7550541724076152,1.7269459581939826,"price,Five StarsHair dryerAs good as a commercial hairdryer, but smallerVery pleasedperfect in ThailandMy Hair DryerWorks great!Great Little Blowdryer!Just the right sizePerfect for my gym bagNot what I was looking forA total BUST!!!I have a mini pro and thought the one I ...Works Great!  Well it did for awhile.Still  lookingand the worst that happened was a burn hole in the hotel ...Great for everyday & travelperfect to cram into an already full suitcasetravel dryerGood ProductTwo StarsWorks great!not what I expectedCompact Hair Dryer -- Great for Small Space and Most International Travel (5- Stars)Easy to packWife loves itSo soBetter than my regular dryerWay too big and too heavyTerrific Travel DryerLastest almost a year...NoisyEven Worked in Congo!Excellent travel dryer.Great; little dryer for AfricaThe 1875 dryer is an excellent product. Heats fast with with both High and ...Five StarsHeavier than I would like for travel.Great Hair Dryer for Long HairOne StarExactly what I was looking forLOVETHIS HAIR DRYER.... tried to replace my old Conair Dual Voltage Travel Smart hairdryer. Unfortunately this one was not very much ...Worked greatI absolutely recommend at this priceTook to Argentina for a month and it worked great. I actually like it better than my regular ...Great travel dryerGreat little dryerFive StarsPerfectYou can only run this on low power with the 220 voltageFive StarsDid its job wonderfully!Terrific!One StarTerrific!Mini Hair DryerMighty mite!!It's okFour StarsLots of powerOne StarFive StarsCord is TOO stiff. I would have expected the ...Great for at home!Five StarsBEWARE, only works on LOW setting at 240VGreat travel dryerFive StarsFor when packing liteSmart Dryernice productA Wonderful Travel ItemGood use. It's very compactMini dryerJust right for travel!Travel hair dryerDaughter's Christmas PresentNice dryer!Took it to Europe, plugged it into 220V, and it started smoking. it never worked.Good travel dryerLike it it is pretty powerfulGreat little hair dryerWorked great in US and will also use in Europe.  Great size for carry-on bag.Great Travel Hair DryerFehFive StarsConair Travel Hair DryerFive StarsFive Stars1875-Watt Mini Hair Dryer. Dual Voltage -- love itok for travel, affordable.I loved the idea that you could switch the voltagegreat in the U.S., but...",2,"stuff,price"
77898021,1,5.0,0.0,0.515,0.485,0.3180169472522908,0.0,1.0,0.0,1.9278937742133762,1.908263409518398,"price,great stuff",1,"lip,injection,faced,extreme"
80193353,1,1.0,0.251,0.10400000000000001,0.645,0.2535087233322825,0.0,1.0,1.0,0.027351604204247648,0.0002212364953624313,"price,Too Faced Lip Injection Extreme",2,"works,good"
84440271,1,4.0,0.0,0.106,0.894,0.04079593313489583,0.0,1.0,1.0,1.417891725486865,1.4336651347222231,"price,Works good.",2,"face,cream,best"
91277457,1,5.0,0.011000000000000001,0.177,0.812,0.3619416224138519,0.0,0.0,1.0,1.9114779907895345,1.913003360719706,"price,Best Face Cream Ever",2,"works,really"
98133587,1,4.0,0.08199999999999999,0.124,0.794,0.3613181360220574,0.0,1.0,1.0,1.5238531044320422,1.4348302015916867,"price,It really works :)",2,"quickly,quality,great,came"
99665579,1,5.0,0.078,0.254,0.6679999999999999,0.3704768593239834,0.0,1.0,1.0,1.934185820387789,1.9130421538360487,"price,CAME QUICKLY ENOUGH, GREAT QUALITY",2,"hair,dryer,good,melove,dryergreat,best,blowdryer,dryerthis,frizzless,fit"
107341965,34,4.235294117647058,0.04132352941176471,0.19479411764705884,0.7639117647058824,0.09295391225519466,0.0,34.0,33.0,1.6505253056812683,1.6732640384992234,"price,Five StarsNice productA little better than okayOkayWonderful hair dryer!!The best for the price!Finally found one...Three StarsI love it.Hair DryerGreat Hair dryerits okayFinally a hair dryer that does exactly what it should...A hair dryer made for meLove the blow dryer - diffuser too small!Good dryerFinally dry hairStaple hair dryerThis was a great product!Best blowdryer I've ever ownedGreat hair dryer!Nice hair dryerworks wellLove this dryerI have been very pleased with my purchaseTwo StarsIf You Want Silky, Soft, Frizzless Hair...A good dryerGreat power, poor switch locationGood so farHair DryerConair 207URPretty but not a good fit for meLove this dryer",2,"lightweight,hairdryer,works,item,day,old,use,hotel,hard,hairdryerfavorite"
